episode,reward,moving_avg,dead_count,epsilon,steps,best_reward
1,-234.00,-234.00,1,0.9950,34,-234.00
2,-234.00,-234.00,2,0.9900,34,-234.00
3,91.00,-125.67,2,0.9851,9,-125.67
4,13.00,-91.00,2,0.9801,87,-91.00
5,-234.00,-119.60,3,0.9752,34,-91.00
6,-234.00,-138.67,4,0.9704,34,-91.00
7,-234.00,-152.29,5,0.9655,34,-91.00
8,-18.00,-135.50,5,0.9607,118,-91.00
9,-243.00,-147.44,6,0.9559,43,-91.00
10,-234.00,-156.10,7,0.9511,34,-91.00
11,-234.00,-163.18,8,0.9464,34,-91.00
12,-234.00,-169.08,9,0.9416,34,-91.00
13,-234.00,-174.08,10,0.9369,34,-91.00
14,50.00,-158.07,10,0.9322,50,-91.00
15,-256.00,-164.60,11,0.9276,56,-91.00
16,-270.00,-171.19,12,0.9229,70,-91.00
17,91.00,-155.76,12,0.9183,9,-91.00
18,-280.00,-162.67,13,0.9137,80,-91.00
19,94.00,-149.16,13,0.9092,6,-91.00
20,-234.00,-153.40,14,0.9046,34,-91.00
21,-234.00,-157.24,15,0.9001,34,-91.00
22,76.00,-146.64,15,0.8956,24,-91.00
23,-234.00,-150.43,16,0.8911,34,-91.00
24,-271.00,-155.46,17,0.8867,71,-91.00
25,-291.00,-160.88,18,0.8822,91,-91.00
26,-234.00,-163.69,19,0.8778,34,-91.00
27,37.00,-156.26,19,0.8734,63,-91.00
28,-234.00,-159.04,20,0.8691,34,-91.00
29,-252.00,-162.24,21,0.8647,52,-91.00
30,-234.00,-164.63,22,0.8604,34,-91.00
31,77.00,-156.84,22,0.8561,23,-91.00
32,93.00,-149.03,22,0.8518,7,-91.00
33,-234.00,-151.61,23,0.8475,34,-91.00
34,-234.00,-154.03,24,0.8433,34,-91.00
35,14.00,-149.23,24,0.8391,86,-91.00
36,-234.00,-151.58,25,0.8349,34,-91.00
37,83.00,-145.24,25,0.8307,17,-91.00
38,-263.00,-148.34,26,0.8266,63,-91.00
39,-271.00,-151.49,27,0.8224,71,-91.00
40,-261.00,-154.22,28,0.8183,61,-91.00
41,76.00,-148.61,28,0.8142,24,-91.00
42,-234.00,-150.64,29,0.8102,34,-91.00
43,-317.00,-154.51,30,0.8061,117,-91.00
44,-234.00,-156.32,31,0.8021,34,-91.00
45,-234.00,-158.04,32,0.7981,34,-91.00
46,-234.00,-159.70,33,0.7941,34,-91.00
47,51.00,-155.21,33,0.7901,49,-91.00
48,34.00,-151.27,33,0.7862,66,-91.00
49,91.00,-146.33,33,0.7822,9,-91.00
50,88.00,-141.64,33,0.7783,12,-91.00
51,-234.00,-143.45,34,0.7744,34,-91.00
52,-262.00,-145.73,35,0.7705,62,-91.00
53,-234.00,-147.40,36,0.7667,34,-91.00
54,-234.00,-149.00,37,0.7629,34,-91.00
55,-150.00,-149.02,37,0.7590,150,-91.00
56,-150.00,-149.04,37,0.7553,150,-91.00
57,15.00,-146.16,37,0.7515,85,-91.00
58,70.00,-142.43,37,0.7477,30,-91.00
59,-325.00,-145.53,38,0.7440,125,-91.00
60,-234.00,-147.00,39,0.7403,34,-91.00
61,-322.00,-149.87,40,0.7366,122,-91.00
62,87.00,-146.05,40,0.7329,13,-91.00
63,84.00,-142.40,40,0.7292,16,-91.00
64,89.00,-138.78,40,0.7256,11,-91.00
65,-234.00,-140.25,41,0.7219,34,-91.00
66,-150.00,-140.39,41,0.7183,150,-91.00
67,-260.00,-142.18,42,0.7147,60,-91.00
68,69.00,-139.07,42,0.7112,31,-91.00
69,58.00,-136.22,42,0.7076,42,-91.00
70,-234.00,-137.61,43,0.7041,34,-91.00
71,-259.00,-139.32,44,0.7005,59,-91.00
72,-273.00,-141.18,45,0.6970,73,-91.00
73,-150.00,-141.30,45,0.6936,150,-91.00
74,-234.00,-142.55,46,0.6901,34,-91.00
75,68.00,-139.75,46,0.6866,32,-91.00
76,-334.00,-142.30,47,0.6832,134,-91.00
77,-234.00,-143.49,48,0.6798,34,-91.00
78,-150.00,-143.58,48,0.6764,150,-91.00
79,-150.00,-143.66,48,0.6730,150,-91.00
80,97.00,-140.65,48,0.6696,3,-91.00
81,-150.00,-140.77,48,0.6663,150,-91.00
82,77.00,-138.11,48,0.6630,23,-91.00
83,-234.00,-139.27,49,0.6597,34,-91.00
84,-252.00,-140.61,50,0.6564,52,-91.00
85,50.00,-138.36,50,0.6531,50,-91.00
86,-234.00,-139.48,51,0.6498,34,-91.00
87,52.00,-137.28,51,0.6466,48,-91.00
88,95.00,-134.64,51,0.6433,5,-91.00
89,78.00,-132.25,51,0.6401,22,-91.00
90,84.00,-129.84,51,0.6369,16,-91.00
91,91.00,-127.42,51,0.6337,9,-91.00
92,75.00,-125.22,51,0.6306,25,-91.00
93,89.00,-122.91,51,0.6274,11,-91.00
94,95.00,-120.60,51,0.6243,5,-91.00
95,-234.00,-121.79,52,0.6211,34,-91.00
96,-150.00,-122.08,52,0.6180,150,-91.00
97,-337.00,-124.30,53,0.6149,137,-91.00
98,-234.00,-125.42,54,0.6119,34,-91.00
99,37.00,-123.78,54,0.6088,63,-91.00
100,50.00,-122.04,54,0.6058,50,-91.00
101,-150.00,-121.20,54,0.6027,150,-91.00
102,-234.00,-121.20,55,0.5997,34,-91.00
103,-150.00,-123.61,55,0.5967,150,-91.00
104,70.00,-123.04,55,0.5937,30,-91.00
105,95.00,-119.75,55,0.5908,5,-91.00
106,85.00,-116.56,55,0.5878,15,-91.00
107,85.00,-113.37,55,0.5849,15,-91.00
108,99.00,-112.20,55,0.5820,1,-91.00
109,-150.00,-111.27,55,0.5790,150,-91.00
110,-150.00,-110.43,55,0.5762,150,-91.00
111,-150.00,-109.59,55,0.5733,150,-91.00
112,-234.00,-109.59,56,0.5704,34,-91.00
113,95.00,-106.30,56,0.5676,5,-91.00
114,57.00,-106.23,56,0.5647,43,-91.00
115,-234.00,-106.01,57,0.5619,34,-91.00
116,93.00,-102.38,57,0.5591,7,-91.00
117,-150.00,-104.79,57,0.5563,150,-91.00
118,-344.00,-105.43,58,0.5535,144,-91.00
119,-44.00,-106.81,58,0.5507,144,-91.00
120,95.00,-103.52,58,0.5480,5,-91.00
121,-150.00,-102.68,58,0.5452,150,-91.00
122,-234.00,-105.78,59,0.5425,34,-91.00
123,4.00,-103.40,59,0.5398,96,-91.00
124,-234.00,-103.03,60,0.5371,34,-91.00
125,91.00,-99.21,60,0.5344,9,-91.00
126,-234.00,-99.21,61,0.5318,34,-91.00
127,79.00,-98.79,61,0.5291,21,-91.00
128,-279.00,-99.24,62,0.5264,79,-91.00
129,-329.00,-100.01,63,0.5238,129,-91.00
130,-336.00,-101.03,64,0.5212,136,-91.00
131,-150.00,-103.30,64,0.5186,150,-91.00
132,33.00,-103.90,64,0.5160,67,-91.00
133,-301.00,-104.57,65,0.5134,101,-91.00
134,96.00,-101.27,65,0.5108,4,-91.00
135,-247.00,-103.88,66,0.5083,47,-91.00
136,-234.00,-103.88,67,0.5058,34,-91.00
137,-234.00,-107.05,68,0.5032,34,-91.00
138,-287.00,-107.29,69,0.5007,87,-91.00
139,97.00,-103.61,69,0.4982,3,-91.00
140,-234.00,-103.34,70,0.4957,34,-91.00
141,-11.00,-104.21,70,0.4932,111,-91.00
142,-150.00,-103.37,70,0.4908,150,-91.00
