episode,reward,moving_avg,dead_count,epsilon,steps,best_reward
1,81.00,81.00,0,0.9950,19,81.00
2,-228.00,-73.50,1,0.9900,78,81.00
3,82.00,-21.67,1,0.9851,18,81.00
4,-234.00,-74.75,2,0.9801,34,81.00
5,-234.00,-106.60,3,0.9752,34,81.00
6,87.00,-74.33,3,0.9704,13,81.00
7,-234.00,-97.14,4,0.9655,34,81.00
8,-234.00,-114.25,5,0.9607,34,81.00
9,-234.00,-127.56,6,0.9559,34,81.00
10,-234.00,-138.20,7,0.9511,34,81.00
11,-234.00,-146.91,8,0.9464,34,81.00
12,106.00,-125.83,8,0.9416,44,81.00
13,-283.00,-137.92,9,0.9369,133,81.00
14,-234.00,-144.79,10,0.9322,34,81.00
15,-234.00,-150.73,11,0.9276,34,81.00
16,72.00,-136.81,11,0.9229,28,81.00
17,87.00,-123.65,11,0.9183,13,81.00
18,-234.00,-129.78,12,0.9137,34,81.00
19,9.00,-122.47,12,0.9092,91,81.00
20,-234.00,-128.05,13,0.9046,34,81.00
21,76.00,-118.33,13,0.9001,24,81.00
22,-234.00,-123.59,14,0.8956,34,81.00
23,42.00,-116.39,14,0.8911,58,81.00
24,-234.00,-121.29,15,0.8867,34,81.00
25,-234.00,-125.80,16,0.8822,34,81.00
26,99.00,-117.15,16,0.8778,1,81.00
27,-234.00,-121.48,17,0.8734,34,81.00
28,-234.00,-125.50,18,0.8691,34,81.00
29,98.00,-117.79,18,0.8647,2,81.00
30,-234.00,-121.67,19,0.8604,34,81.00
31,-234.00,-125.29,20,0.8561,34,81.00
32,-234.00,-128.69,21,0.8518,34,81.00
33,-234.00,-131.88,22,0.8475,34,81.00
34,55.00,-126.38,22,0.8433,45,81.00
35,132.00,-119.00,22,0.8391,68,81.00
36,-234.00,-122.19,23,0.8349,34,81.00
37,84.00,-116.62,23,0.8307,16,81.00
38,-234.00,-119.71,24,0.8266,34,81.00
39,-235.00,-122.67,25,0.8224,85,81.00
40,88.00,-117.40,25,0.8183,12,81.00
41,-234.00,-120.24,26,0.8142,34,81.00
42,-234.00,-122.95,27,0.8102,34,81.00
43,92.00,-117.95,27,0.8061,8,81.00
44,-234.00,-120.59,28,0.8021,34,81.00
45,-250.00,-123.47,29,0.7981,50,81.00
46,-221.00,-125.59,30,0.7941,121,81.00
47,-302.00,-129.34,31,0.7901,102,81.00
48,-234.00,-131.52,32,0.7862,34,81.00
49,-234.00,-133.61,33,0.7822,34,81.00
50,72.00,-129.50,33,0.7783,28,81.00
51,-296.00,-132.76,34,0.7744,96,81.00
52,40.00,-129.44,34,0.7705,110,81.00
53,-234.00,-131.42,35,0.7667,34,81.00
54,-234.00,-133.31,36,0.7629,34,81.00
55,75.00,-129.53,36,0.7590,25,81.00
56,-234.00,-131.39,37,0.7553,34,81.00
57,99.00,-127.35,37,0.7515,1,81.00
58,10.00,-124.98,37,0.7477,90,81.00
59,87.00,-121.39,37,0.7440,13,81.00
60,96.00,-117.77,37,0.7403,4,81.00
61,84.00,-114.46,37,0.7366,16,81.00
62,-150.00,-115.03,37,0.7329,150,81.00
63,163.00,-110.62,37,0.7292,137,81.00
64,-234.00,-112.55,38,0.7256,34,81.00
65,99.00,-109.29,38,0.7219,1,81.00
66,90.00,-106.27,38,0.7183,10,81.00
67,-234.00,-108.18,39,0.7147,34,81.00
68,0.00,-106.59,39,0.7112,150,81.00
69,74.00,-103.97,39,0.7076,26,81.00
70,104.00,-101.00,39,0.7041,46,81.00
71,99.00,-98.18,39,0.7005,1,81.00
72,88.00,-95.60,39,0.6970,12,81.00
73,-234.00,-97.49,40,0.6936,34,81.00
74,97.00,-94.86,40,0.6901,3,81.00
75,-234.00,-96.72,41,0.6866,34,81.00
76,-204.00,-98.13,42,0.6832,104,81.00
77,0.00,-96.86,42,0.6798,150,81.00
78,85.00,-94.53,42,0.6764,15,81.00
79,-234.00,-96.29,43,0.6730,34,81.00
80,83.00,-94.05,43,0.6696,17,81.00
81,-50.00,-93.51,43,0.6663,150,81.00
82,26.00,-92.05,43,0.6630,74,81.00
83,0.00,-90.94,43,0.6597,150,81.00
84,-260.00,-92.95,44,0.6564,60,81.00
85,70.00,-91.04,44,0.6531,80,81.00
86,-221.00,-92.55,45,0.6498,71,81.00
87,-233.00,-94.16,46,0.6466,83,81.00
88,98.00,-91.98,46,0.6433,2,81.00
89,99.00,-89.83,46,0.6401,1,81.00
90,0.00,-88.83,46,0.6369,150,81.00
91,0.00,-87.86,46,0.6337,150,81.00
92,-234.00,-89.45,47,0.6306,34,81.00
93,78.00,-87.65,47,0.6274,72,81.00
94,-234.00,-89.20,48,0.6243,34,81.00
95,-50.00,-88.79,48,0.6211,150,81.00
96,-234.00,-90.30,49,0.6180,34,81.00
97,94.00,-88.40,49,0.6149,6,81.00
98,-234.00,-89.89,50,0.6119,34,81.00
99,58.00,-88.39,50,0.6088,42,81.00
100,-234.00,-89.85,51,0.6058,34,81.00
101,20.00,-90.46,51,0.6027,80,81.00
102,79.00,-87.39,51,0.5997,21,81.00
103,-8.00,-88.29,51,0.5967,108,81.00
104,-234.00,-88.29,52,0.5937,34,81.00
105,-234.00,-88.29,53,0.5908,34,81.00
106,91.00,-88.25,53,0.5878,9,81.00
107,-150.00,-87.41,53,0.5849,150,81.00
108,-100.00,-86.07,53,0.5820,150,81.00
109,76.00,-82.97,53,0.5790,24,81.00
110,-100.00,-81.63,53,0.5762,150,81.00
111,-150.00,-80.79,53,0.5733,150,81.00
112,-34.00,-82.19,53,0.5704,134,81.00
113,87.00,-78.49,53,0.5676,13,81.00
114,96.00,-75.19,53,0.5647,54,81.00
115,94.00,-71.91,53,0.5619,56,81.00
116,-234.00,-74.97,54,0.5591,34,81.00
117,-150.00,-77.34,54,0.5563,150,81.00
118,122.00,-73.78,54,0.5535,28,81.00
119,90.00,-72.97,54,0.5507,10,81.00
120,79.00,-69.84,54,0.5480,21,81.00
121,59.00,-70.01,54,0.5452,41,81.00
122,-234.00,-70.01,55,0.5425,34,81.00
123,-150.00,-71.93,55,0.5398,150,81.00
124,79.00,-68.80,55,0.5371,21,81.00
125,-50.00,-66.96,55,0.5344,150,81.00
126,22.00,-67.73,55,0.5318,78,81.00
127,-45.00,-65.84,55,0.5291,145,81.00
128,-150.00,-65.00,55,0.5264,150,81.00
129,-100.00,-66.98,55,0.5238,150,81.00
130,-100.00,-65.64,55,0.5212,150,81.00
131,-100.00,-64.30,55,0.5186,150,81.00
132,-100.00,-62.96,55,0.5160,150,81.00
133,-150.00,-62.12,55,0.5134,150,81.00
134,54.00,-62.13,55,0.5108,46,81.00
135,-50.00,-63.95,55,0.5083,150,81.00
136,-150.00,-63.11,55,0.5058,150,81.00
137,95.00,-63.00,55,0.5032,5,81.00
138,30.00,-60.36,55,0.5007,120,81.00
139,30.00,-57.71,55,0.4982,70,81.00
140,-100.00,-59.59,55,0.4957,150,81.00
141,0.00,-57.25,55,0.4932,150,81.00
142,-234.00,-57.25,56,0.4908,34,81.00
143,75.00,-57.42,56,0.4883,25,81.00
144,-100.00,-56.08,56,0.4859,150,81.00
145,95.00,-52.63,56,0.4834,5,81.00
146,0.00,-50.42,56,0.4810,150,81.00
147,-203.00,-49.43,57,0.4786,103,81.00
148,34.00,-46.75,57,0.4762,66,81.00
149,75.00,-43.66,57,0.4738,25,81.00
150,79.00,-43.59,57,0.4715,21,81.00
151,80.00,-39.83,57,0.4691,20,81.00
152,-318.00,-43.41,58,0.4668,118,81.00
153,54.00,-40.53,58,0.4644,46,81.00
154,-231.00,-40.50,59,0.4621,81,81.00
155,155.00,-39.70,59,0.4598,145,81.00
156,71.00,-36.65,59,0.4575,29,81.00
157,-209.00,-39.73,60,0.4552,59,81.00
158,74.00,-39.09,60,0.4529,26,81.00
159,90.00,-39.06,60,0.4507,10,81.00
160,50.00,-39.52,60,0.4484,150,81.00
161,102.00,-39.34,60,0.4462,48,81.00
162,79.00,-37.05,60,0.4440,21,81.00
163,0.00,-38.68,60,0.4417,150,81.00
164,-234.00,-38.68,61,0.4395,34,81.00
165,50.00,-39.17,61,0.4373,150,81.00
166,0.00,-40.07,61,0.4351,150,81.00
167,-183.00,-39.56,62,0.4330,133,81.00
168,0.00,-39.56,62,0.4308,150,81.00
169,-150.00,-41.80,62,0.4286,150,81.00
170,0.00,-42.84,62,0.4265,150,81.00
171,-169.00,-45.52,63,0.4244,119,81.00
172,50.00,-45.90,63,0.4223,150,81.00
173,-234.00,-45.90,64,0.4201,34,81.00
174,90.00,-45.97,64,0.4180,10,81.00
175,107.00,-42.56,64,0.4159,43,81.00
176,100.00,-39.52,64,0.4139,150,81.00
177,105.00,-38.47,64,0.4118,145,81.00
178,114.00,-38.18,64,0.4097,86,81.00
179,97.00,-34.87,64,0.4077,3,81.00
180,0.00,-35.70,64,0.4057,150,81.00
181,144.00,-33.76,64,0.4036,56,81.00
182,90.00,-33.12,64,0.4016,10,81.00
183,50.00,-32.62,64,0.3996,150,81.00
184,50.00,-29.52,64,0.3976,150,81.00
185,99.00,-29.23,64,0.3956,1,81.00
186,100.00,-26.02,64,0.3936,150,81.00
187,20.00,-23.49,64,0.3917,80,81.00
188,100.00,-23.47,64,0.3897,150,81.00
189,65.00,-23.81,64,0.3878,35,81.00
190,89.00,-22.92,64,0.3858,11,81.00
191,133.00,-21.59,64,0.3839,67,81.00
192,0.00,-19.25,64,0.3820,150,81.00
193,50.00,-19.53,64,0.3801,150,81.00
194,-188.00,-19.07,65,0.3782,88,81.00
195,100.00,-17.57,65,0.3763,150,81.00
196,118.00,-14.05,65,0.3744,132,81.00
197,85.00,-14.14,65,0.3725,15,81.00
198,100.00,-10.80,65,0.3707,150,81.00
199,137.00,-10.01,65,0.3688,63,81.00
200,-50.00,-8.17,65,0.3670,150,81.00
201,4.00,-8.33,65,0.3651,96,81.00
202,180.00,-7.32,65,0.3633,120,81.00
203,97.00,-6.27,65,0.3615,53,81.00
204,100.00,-2.93,65,0.3597,150,81.00
205,91.00,0.32,65,0.3579,9,81.00
206,100.00,0.41,65,0.3561,150,81.00
207,96.00,2.87,65,0.3543,4,81.00
208,84.00,4.71,65,0.3525,16,81.00
209,-277.00,1.18,66,0.3508,77,81.00
210,96.00,3.14,66,0.3490,4,81.00
211,91.00,5.55,66,0.3473,9,81.00
212,76.00,6.65,66,0.3455,24,81.00
213,133.00,7.11,66,0.3438,67,81.00
214,73.00,6.88,66,0.3421,27,81.00
215,74.00,6.68,66,0.3404,26,81.00
216,100.00,10.02,66,0.3387,150,81.00
217,100.00,12.52,66,0.3370,150,81.00
218,100.00,12.30,66,0.3353,150,81.00
219,-194.00,9.46,67,0.3336,144,81.00
220,-197.00,6.70,68,0.3320,97,81.00
221,98.00,7.09,68,0.3303,2,81.00
222,100.00,10.43,68,0.3286,150,81.00
223,97.00,12.90,68,0.3270,3,81.00
224,124.00,13.35,68,0.3254,76,81.00
225,50.00,14.35,68,0.3237,150,81.00
226,100.00,15.13,68,0.3221,150,81.00
227,140.00,16.98,68,0.3205,60,81.00
228,-208.00,16.40,69,0.3189,58,81.00
229,96.00,18.36,69,0.3173,4,81.00
230,98.00,20.34,69,0.3157,2,81.00
231,174.00,23.08,69,0.3141,126,81.00
232,117.00,25.25,69,0.3126,33,81.00
233,99.00,27.74,69,0.3110,1,81.00
234,115.00,28.35,69,0.3095,35,81.00
235,159.00,30.44,69,0.3079,141,81.00
236,-127.00,30.67,70,0.3064,127,81.00
237,98.00,30.70,70,0.3048,2,81.00
238,140.00,31.80,70,0.3033,110,81.00
