episode,reward,moving_avg,dead_count,epsilon,steps,best_reward
1,-234.00,-234.00,1,0.9950,34,-234.00
2,-234.00,-234.00,2,0.9900,34,-234.00
3,-208.00,-225.33,3,0.9851,58,-225.33
4,98.00,-144.50,3,0.9801,2,-144.50
5,-234.00,-162.40,4,0.9752,34,-144.50
6,-234.00,-174.33,5,0.9704,34,-144.50
7,114.00,-133.14,5,0.9655,36,-133.14
8,70.00,-107.75,5,0.9607,30,-107.75
9,-234.00,-121.78,6,0.9559,34,-107.75
10,96.00,-100.00,6,0.9511,4,-100.00
11,88.00,-82.91,6,0.9464,12,-82.91
12,-266.00,-98.17,7,0.9416,66,-82.91
13,86.00,-84.00,7,0.9369,14,-82.91
14,-234.00,-94.71,8,0.9322,34,-82.91
15,95.00,-82.07,8,0.9276,55,-82.07
16,96.00,-70.94,8,0.9229,4,-70.94
17,-234.00,-80.53,9,0.9183,34,-70.94
18,96.00,-70.72,9,0.9137,4,-70.72
19,-234.00,-79.32,10,0.9092,34,-70.72
20,92.00,-70.75,10,0.9046,8,-70.72
21,122.00,-61.57,10,0.9001,28,-61.57
22,-234.00,-69.41,11,0.8956,34,-61.57
23,-234.00,-76.57,12,0.8911,34,-61.57
24,-234.00,-83.12,13,0.8867,34,-61.57
25,94.00,-76.04,13,0.8822,6,-61.57
26,-234.00,-82.12,14,0.8778,34,-61.57
27,79.00,-76.15,14,0.8734,21,-61.57
28,36.00,-72.14,14,0.8691,64,-61.57
29,-234.00,-77.72,15,0.8647,34,-61.57
30,-234.00,-82.93,16,0.8604,34,-61.57
31,-234.00,-87.81,17,0.8561,34,-61.57
32,-234.00,-92.38,18,0.8518,34,-61.57
33,-234.00,-96.67,19,0.8475,34,-61.57
34,-270.00,-101.76,20,0.8433,120,-61.57
35,-234.00,-105.54,21,0.8391,34,-61.57
36,-234.00,-109.11,22,0.8349,34,-61.57
37,81.00,-103.97,22,0.8307,19,-61.57
38,-210.00,-106.76,23,0.8266,60,-61.57
39,95.00,-101.59,23,0.8224,5,-61.57
40,-250.00,-105.30,24,0.8183,50,-61.57
41,-244.00,-108.68,25,0.8142,44,-61.57
42,84.00,-104.10,25,0.8102,16,-61.57
43,-212.00,-106.60,26,0.8061,62,-61.57
44,-222.00,-109.23,27,0.8021,72,-61.57
45,97.00,-104.64,27,0.7981,3,-61.57
46,-211.00,-106.96,28,0.7941,61,-61.57
47,92.00,-102.72,28,0.7901,8,-61.57
48,-50.00,-101.62,28,0.7862,150,-61.57
49,97.00,-97.57,28,0.7822,3,-61.57
50,-189.00,-99.40,29,0.7783,89,-61.57
51,-245.00,-102.25,30,0.7744,45,-61.57
52,-239.00,-104.88,31,0.7705,139,-61.57
53,-234.00,-107.32,32,0.7667,34,-61.57
54,70.00,-104.04,32,0.7629,80,-61.57
55,39.00,-101.44,32,0.7590,61,-61.57
56,-100.00,-101.41,32,0.7553,150,-61.57
57,84.00,-98.16,32,0.7515,16,-61.57
58,78.00,-95.12,32,0.7477,22,-61.57
59,96.00,-91.88,32,0.7440,4,-61.57
60,-254.00,-94.58,33,0.7403,54,-61.57
61,68.00,-91.92,33,0.7366,32,-61.57
62,63.00,-89.42,33,0.7329,87,-61.57
63,-280.00,-92.44,34,0.7292,130,-61.57
64,-50.00,-91.78,34,0.7256,150,-61.57
65,69.00,-89.31,34,0.7219,31,-61.57
66,0.00,-87.95,34,0.7183,150,-61.57
67,-221.00,-89.94,35,0.7147,121,-61.57
68,-274.00,-92.65,36,0.7112,74,-61.57
69,86.00,-90.06,36,0.7076,14,-61.57
70,-234.00,-92.11,37,0.7041,34,-61.57
71,-250.00,-94.34,38,0.7005,50,-61.57
72,-150.00,-95.11,38,0.6970,150,-61.57
73,-100.00,-95.18,38,0.6936,150,-61.57
74,97.00,-92.58,38,0.6901,3,-61.57
75,-234.00,-94.47,39,0.6866,34,-61.57
76,-271.00,-96.79,40,0.6832,121,-61.57
77,99.00,-94.25,40,0.6798,1,-61.57
78,-100.00,-94.32,40,0.6764,150,-61.57
79,-234.00,-96.09,41,0.6730,34,-61.57
80,-275.00,-98.33,42,0.6696,125,-61.57
81,-100.00,-98.35,42,0.6663,150,-61.57
82,-276.00,-100.51,43,0.6630,76,-61.57
83,93.00,-98.18,43,0.6597,7,-61.57
84,-150.00,-98.80,43,0.6564,150,-61.57
85,-234.00,-100.39,44,0.6531,34,-61.57
86,0.00,-99.22,44,0.6498,100,-61.57
87,92.00,-97.02,44,0.6466,8,-61.57
88,80.00,-95.01,44,0.6433,20,-61.57
89,-100.00,-95.07,44,0.6401,150,-61.57
90,-50.00,-94.57,44,0.6369,150,-61.57
91,-100.00,-94.63,44,0.6337,150,-61.57
92,94.00,-92.58,44,0.6306,6,-61.57
93,-100.00,-92.66,44,0.6274,150,-61.57
94,-150.00,-93.27,44,0.6243,150,-61.57
95,-293.00,-95.37,45,0.6211,93,-61.57
96,92.00,-93.42,45,0.6180,8,-61.57
97,-150.00,-94.00,45,0.6149,150,-61.57
98,-150.00,-94.57,45,0.6119,150,-61.57
99,0.00,-93.62,45,0.6088,100,-61.57
100,-150.00,-94.18,45,0.6058,150,-61.57
101,50.00,-91.34,45,0.6027,50,-61.57
102,-150.00,-90.50,45,0.5997,150,-61.57
103,-150.00,-89.92,45,0.5967,150,-61.57
104,-150.00,-92.40,45,0.5937,150,-61.57
105,94.00,-89.12,45,0.5908,6,-61.57
106,-150.00,-88.28,45,0.5878,150,-61.57
107,-150.00,-90.92,45,0.5849,150,-61.57
108,-245.00,-94.07,46,0.5820,45,-61.57
109,-50.00,-92.23,46,0.5790,150,-61.57
110,99.00,-92.20,46,0.5762,1,-61.57
111,-100.00,-94.08,46,0.5733,150,-61.57
112,91.00,-90.51,46,0.5704,9,-61.57
113,78.00,-90.59,46,0.5676,22,-61.57
114,-100.00,-89.25,46,0.5647,150,-61.57
115,117.00,-89.03,46,0.5619,33,-61.57
116,79.00,-89.20,46,0.5591,21,-61.57
117,-6.00,-86.92,46,0.5563,106,-61.57
118,-234.00,-90.22,47,0.5535,34,-61.57
119,-220.00,-90.08,48,0.5507,120,-61.57
120,-266.00,-93.66,49,0.5480,66,-61.57
121,88.00,-94.00,49,0.5452,12,-61.57
122,-50.00,-92.16,49,0.5425,150,-61.57
123,-234.00,-92.16,50,0.5398,34,-61.57
124,-243.00,-92.25,51,0.5371,43,-61.57
125,76.00,-92.43,51,0.5344,24,-61.57
126,-256.00,-92.65,52,0.5318,56,-61.57
127,96.00,-92.48,52,0.5291,4,-61.57
128,-224.00,-95.08,53,0.5264,74,-61.57
129,99.00,-91.75,53,0.5238,1,-61.57
130,70.00,-88.71,53,0.5212,30,-61.57
131,-234.00,-88.71,54,0.5186,34,-61.57
132,-234.00,-88.71,55,0.5160,34,-61.57
133,50.00,-85.87,55,0.5134,150,-61.57
134,79.00,-82.38,55,0.5108,21,-61.57
135,50.00,-79.54,55,0.5083,150,-61.57
136,96.00,-76.24,55,0.5058,4,-61.57
137,-100.00,-78.05,55,0.5032,150,-61.57
138,-164.00,-77.59,56,0.5007,114,-61.57
139,100.00,-77.54,56,0.4982,150,-61.57
140,50.00,-74.54,56,0.4957,150,-61.57
141,95.00,-71.15,56,0.4932,5,-61.57
142,143.00,-70.56,56,0.4908,107,-61.57
143,-218.00,-70.62,57,0.4883,68,-61.57
