episode,reward,moving_avg,dead_count,epsilon,steps,best_reward
1,-40.00,-40.00,0,0.9950,80,-40.00
2,-300.00,-170.00,1,0.9900,100,-40.00
3,-6.00,-115.33,1,0.9851,76,-40.00
4,90.00,-64.00,1,0.9801,10,-40.00
5,-29.00,-57.00,1,0.9752,109,-40.00
6,54.00,-38.50,1,0.9704,46,-38.50
7,9.00,-31.71,1,0.9655,91,-31.71
8,62.00,-20.00,1,0.9607,28,-20.00
9,-323.00,-53.67,2,0.9559,113,-20.00
10,-300.00,-78.30,3,0.9511,100,-20.00
11,60.00,-65.73,3,0.9464,40,-20.00
12,-280.00,-83.58,3,0.9416,150,-20.00
13,99.00,-69.54,3,0.9369,1,-20.00
14,-220.00,-80.29,3,0.9322,150,-20.00
15,83.00,-69.40,3,0.9276,17,-20.00
16,8.00,-64.56,3,0.9229,52,-20.00
17,1.00,-60.71,3,0.9183,99,-20.00
18,89.00,-52.39,3,0.9137,11,-20.00
19,76.00,-45.63,3,0.9092,24,-20.00
20,23.00,-42.20,3,0.9046,77,-20.00
21,96.00,-35.62,3,0.9001,4,-20.00
22,-109.00,-38.95,3,0.8956,99,-20.00
23,78.00,-33.87,3,0.8911,22,-20.00
24,84.00,-28.96,3,0.8867,16,-20.00
25,88.00,-24.28,3,0.8822,12,-20.00
26,-40.00,-24.88,3,0.8778,90,-20.00
27,63.00,-21.63,3,0.8734,27,-20.00
28,79.00,-18.04,3,0.8691,21,-18.04
29,-190.00,-23.97,3,0.8647,150,-18.04
30,16.00,-22.63,3,0.8604,54,-18.04
31,-300.00,-31.58,4,0.8561,100,-18.04
32,-18.00,-31.16,4,0.8518,98,-18.04
33,86.00,-27.61,4,0.8475,14,-18.04
34,88.00,-24.21,4,0.8433,12,-18.04
35,-300.00,-32.09,5,0.8391,100,-18.04
36,-190.00,-36.47,5,0.8349,150,-18.04
37,-170.00,-40.08,5,0.8307,150,-18.04
38,92.00,-36.61,5,0.8266,8,-18.04
39,80.00,-33.62,5,0.8224,20,-18.04
40,94.00,-30.43,5,0.8183,6,-18.04
41,-51.00,-30.93,5,0.8142,91,-18.04
42,76.00,-28.38,5,0.8102,24,-18.04
43,-300.00,-34.70,6,0.8061,100,-18.04
44,-300.00,-40.73,7,0.8021,100,-18.04
45,-300.00,-46.49,8,0.7981,100,-18.04
46,-300.00,-52.00,9,0.7941,100,-18.04
47,-160.00,-54.30,9,0.7901,150,-18.04
48,36.00,-52.42,9,0.7862,64,-18.04
49,96.00,-49.39,9,0.7822,4,-18.04
50,79.00,-46.82,9,0.7783,21,-18.04
51,-300.00,-51.78,10,0.7744,100,-18.04
52,81.00,-49.23,10,0.7705,19,-18.04
53,93.00,-46.55,10,0.7667,7,-18.04
54,65.00,-44.48,10,0.7629,35,-18.04
55,-300.00,-49.13,11,0.7590,100,-18.04
56,70.00,-47.00,11,0.7553,30,-18.04
57,-80.00,-47.58,11,0.7515,80,-18.04
58,47.00,-45.95,11,0.7477,53,-18.04
59,-300.00,-50.25,12,0.7440,100,-18.04
60,-300.00,-54.42,13,0.7403,100,-18.04
61,-480.00,-61.39,13,0.7366,150,-18.04
62,-180.00,-63.31,13,0.7329,150,-18.04
63,97.00,-60.76,13,0.7292,3,-18.04
64,-230.00,-63.41,13,0.7256,150,-18.04
65,-50.00,-63.20,13,0.7219,110,-18.04
66,-170.00,-64.82,13,0.7183,150,-18.04
67,27.00,-63.45,13,0.7147,73,-18.04
